,CAISO
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,1163.5105898529698
440,4652.056846459912
441,6616.721912431779
442,7031.6941193929915
443,6909.585072846988
444,6747.765767261635
445,6568.076845108574
446,5978.379498374218
447,4285.729706821903
448,965.9520511322011
449,4.963782379918813
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,865.2284557408541
464,3244.946280635636
465,4619.532147526915
466,5408.696563202639
467,5255.2101966426435
468,5198.1621665937955
469,5556.749784043695
470,4918.3551620684975
471,2823.877487417952
472,539.2397126045826
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,764.1707050750131
488,2897.3991567102476
489,4500.984996899629
490,5359.944139816426
491,5750.824295865027
492,6179.815267128366
493,6183.724068688852
494,6022.486004318805
495,4352.450537601161
496,1057.330822111463
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,6.365645659593653
505,6.365645659593653
506,6.365645659593653
507,6.365645659593653
508,4.774234244695241
509,4.774234244695241
510,4.774234244695241
511,291.2282889264097
512,1411.5819250148927
513,2501.698744220306
514,3326.049857137684
515,4360.467276821653
516,4209.283192406303
517,3439.040067595471
518,3515.4278155105953
519,2455.547813188252
520,849.8136955557528
521,6.365645659593653
522,4.774234244695241
523,6.365645659593653
524,6.365645659593653
525,6.365645659593653
526,6.365645659593653
527,6.365645659593653
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,175.14760564765177
536,681.7122375507404
537,1577.3772388866362
538,2501.3595177823317
539,2832.7765440377684
540,2917.728376717169
541,2542.262252035376
542,2261.187052552917
543,1823.8424324626733
544,646.0534435865478
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,589.505184194804
560,2257.002242774003
561,3228.440363207694
562,3209.066953398475
563,3162.0172438618006
564,2889.405691546363
565,2763.4785277864403
566,1863.9987866441338
567,1439.1675858276906
568,442.82079563928943
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,878.6161596180178
584,3472.471954372681
585,5215.168344497389
586,5995.263206805298
587,6108.320433226734
588,6491.099899825025
589,6421.650460737572
590,5828.907573642327
591,3905.3196212433218
592,949.6807019400633
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,221.63820898307267
608,1104.8830119454667
609,2333.817260262056
610,3842.280294534909
611,4662.672471069268
612,3825.740129685426
613,4055.6484210932404
614,3185.6357500104327
615,2261.0405349243306
616,780.6957808955992
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,1096.5767214242705
632,3825.6808030967345
633,5550.987831944281
634,5652.650660303148
635,5143.349500757762
636,4751.503453588153
637,4356.696353165374
638,3100.222756069877
639,1722.3459755943761
640,322.7548045956223
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,996.4267862853458
656,3452.643357010405
657,4452.01524709758
658,4827.025131197089
659,5333.5829851116105
660,5634.965274165404
661,5967.762003772036
662,5983.469224048456
663,4842.732351473508
664,1918.2442762577004
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,1119.0597339596302
680,4130.529410883135
681,6554.492727477835
682,7111.025113027399
683,7098.036026829654
684,6887.213166235474
685,6474.559889337861
686,5626.27264457739
687,4255.424470476843
688,1166.0202763668647
689,1.9983209534993396
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,6.52144283976148
697,6.52144283976148
698,6.52144283976148
699,6.52144283976148
700,4.89108212982111
701,4.89108212982111
702,3.26072141988074
703,586.9298555785331
704,2582.4913645455454
705,3806.8922577107633
706,5013.359183066636
707,5057.378922235027
708,4974.230526028069
709,3692.767008014938
710,2036.320526715522
711,901.5894725970246
712,277.16132068986286
713,1.63036070994037
714,1.63036070994037
715,1.63036070994037
716,1.63036070994037
717,1.63036070994037
718,1.63036070994037
719,1.63036070994037
720,7.338776526778787
721,7.338776526778787
722,7.338776526778787
723,7.338776526778787
724,7.338776526778787
725,5.504082395084089
726,5.504082395084089
727,150.44491879896512
728,766.9021470483833
729,1300.7981393715397
730,1926.4288382794314
731,2284.1941939598973
732,2405.2840066517474
733,1981.4696622302727
734,1365.0124339808542
735,658.655193278396
736,128.42858921862876
737,7.338776526778787
738,7.338776526778787
739,7.338776526778787
740,7.338776526778787
741,7.338776526778787
742,7.338776526778787
743,7.338776526778787
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,15.85014174517963
751,482.6368161407197
752,1245.02863408386
753,1902.8095165088143
754,2424.2791799252245
755,2488.4722539932022
756,2784.077397540802
757,2135.806600162955
758,1512.1035224901366
759,900.288051126203
760,286.8875655877513
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,561.0740914667184
776,2000.0084889642294
777,3629.645035527675
778,4668.262525068595
779,5013.4176543697495
780,4854.23652167835
781,4855.812572497077
782,4780.162133198193
783,3757.305151844541
784,1423.1738893102433
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,1025.6079887890014
800,4145.990595606503
801,6392.560475810981
802,6675.031659338455
803,6766.108816644042
804,7055.1797941791665
805,7148.896869087814
806,6616.953472071124
807,5505.548161182657
808,1721.226277195441
809,5.279835206120985
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,9.69112404457991
823,1518.2761003175192
824,4782.5697160001855
825,6594.809912336629
826,7323.259403020886
827,7299.031592909437
828,7300.646780250199
829,7730.286612893243
830,7604.302000313703
831,6205.549763212669
832,2644.0616768295527
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,1640.7015302263153
848,5265.4842233620175
849,6699.366320646655
850,7208.00358635011
851,6660.7732207197405
852,6797.333420461134
853,7331.699419449199
854,6885.404853627686
855,5297.150356635383
856,2025.64296283068
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,10.8277483156047
871,1020.5152787457429
872,3428.335810428338
873,5255.518338686631
874,6278.740554511274
875,6740.2733264639255
876,6495.295520823369
877,6341.000107326002
878,5168.896352161793
879,4205.226752072975
880,1300.6832664120143
881,27.06937078901175
882,27.06937078901175
883,32.4832449468141
884,35.19018202571527
885,9.474279776154113
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,1629.5553196451501
896,5229.71282016396
897,6653.853747887616
898,7159.035553857223
899,6615.522832648678
900,6751.155301955693
901,7281.891051417925
902,6838.628416218912
903,5261.163827539499
904,2011.8816280540548
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,8.01534194974014
919,1642.1431819530114
920,4908.395026472119
921,7058.510504489912
922,7707.753202418863
923,7570.4904715295625
924,7699.737860469122
925,7872.067712388536
926,7501.358147213055
927,5831.161268435952
928,2074.971647238979
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,17.661219176861444
943,1811.077748318155
944,5431.62767957475
945,7457.851188774672
946,8042.276986990814
947,8071.177163825678
948,8026.221333193667
949,7860.848099083057
950,7581.479723012702
951,6486.484134047293
952,3119.6135327856164
953,1.6055653797146765
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,5.301467295721709
967,1495.0137773935219
968,5366.410270094299
969,7485.671821559052
970,8279.566549093379
971,8306.073885571986
972,8192.09233871397
973,8335.231955698457
974,7912.43993886465
975,6500.924271378745
976,2536.7521010028377
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,27.27651440302007
991,1782.6004412797233
992,5070.222677267261
993,7241.112323578211
994,7921.420682806476
995,7905.375674334112
996,7517.086469302884
997,7496.227958288811
998,7148.051274438495
999,5654.260985661338
1000,2536.7158394808666
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,22.47057900918188
1015,1851.8400701096355
1016,5211.85253136495
1017,7014.786047160482
1018,7203.80327059066
1019,8278.425666735651
1020,8234.806307482535
1021,8329.975818580246
1022,8200.43953958614
1023,6983.062876794578
1024,3776.3790723078014
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,48.182693828030615
1039,1684.7881941868038
1040,4718.691815558464
1041,6438.813985219157
1042,7466.711453550478
1043,8024.024612161365
1044,8043.297689692577
1045,7826.475567466439
1046,6949.5505397962825
1047,5189.276125278898
1048,2012.430512217412
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,48.20666420209653
1063,1685.6263582666418
1064,4721.039314191987
1065,6442.017226206832
1066,7470.426062518225
1067,8028.016478455809
1068,8047.299144136647
1069,7830.369155227213
1070,6953.007866749056
1071,5191.857734565797
1072,2013.4316748408983
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,27.113199810525515
1087,1771.9273523231675
1088,5039.865376544743
1089,7197.757102641274
1090,7873.992203797911
1091,7858.0432627328955
1092,7472.078888959532
1093,7451.345265575013
1094,7105.2532444641865
1095,5620.406831311289
1096,2521.527582378873
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.9862001732021267
1111,1194.2884097477752
1112,2962.545320299188
1113,4745.595233448634
1114,5686.430198683463
1115,5889.5874343631
1116,5928.049241117982
1117,5679.526797471047
1118,4901.414860814569
1119,3554.2654242204644
1120,1461.5486566855518
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,1.3077023401642545
1135,881.3913772707074
1136,3020.792405779427
1137,5100.039126640592
1138,6059.892644321154
1139,6301.8175772515415
1140,6640.512483354085
1141,7038.053994764017
1142,5986.661313271956
1143,5827.121627771918
1144,3390.8721680459116
1145,15.692428081971054
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,14.663998991070308
1159,824.4426099423972
1160,2448.8878315087413
1161,3853.3730682090313
1162,5217.124974378569
1163,5559.284950836877
1164,5485.964955881525
1165,5360.506297846813
1166,4650.117013390518
1167,3767.0184074838385
1168,2000.821195670482
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,47.29046873684168
1183,2207.873759151296
1184,5676.82668461837
1185,7551.696726414406
1186,7892.58218855914
1187,7864.010863697297
1188,7958.591801170981
1189,8021.645759486771
1190,7239.382589131514
1191,5454.16739431574
1192,2425.6069589605045
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,43.59583194906125
1207,1972.381124240862
1208,5465.332023432314
1209,7285.788278759781
1210,8021.63307862727
1211,8272.639383788532
1212,8306.987615021126
1213,8340.01476043708
1214,7771.947859282646
1215,6350.459520579922
1216,2812.5917036227697
1217,5.284343266552879
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,222.20094042550164
1231,2805.2868728719577
1232,6229.562079786386
1233,7958.232491310972
1234,8403.956996807367
1235,8410.570120034316
1236,8384.117627126518
1237,7971.458737764872
1238,8023.041098935078
1239,6861.776660282752
1240,3852.8055920207516
1241,23.807243617018035
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,447.4897652386984
1255,3846.4449930737346
1256,6572.69033206642
1257,8321.342645460718
1258,8711.789759306352
1259,8437.394936225919
1260,8806.205182301768
1261,8755.063494845917
1262,8034.162400516322
1263,6736.9338283188645
1264,4114.938852216954
1265,9.834939895356008
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,250.69681272587155
1279,2224.6043487148395
1280,4834.490114882071
1281,6809.717107780123
1282,7564.446459775904
1283,7751.809340865766
1284,7684.517038502506
1285,8118.6183615909895
1286,7701.669978320592
1287,5983.73708269383
1288,3369.892945799347
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,171.37144790132908
1303,2299.5657078852755
1304,5477.244028660308
1305,6492.188107703838
1306,7129.849309197155
1307,8520.747804954453
1308,8110.25340649313
1309,8134.165701549129
1310,7855.1889258958045
1311,6579.866522909168
1312,3703.7488120070184
1313,35.868442583999105
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,101.65559552229716
1327,1712.3539634095685
1328,4119.518987476392
1329,5618.692284547938
1330,5819.042633004505
1331,5998.667083344875
1332,6077.622885692289
1333,5453.872047147709
1334,5519.997531613669
1335,4325.791021109014
1336,2299.5877433684695
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,101.90043929207714
1351,1716.478273512173
1352,4129.441102962427
1353,5632.225251357234
1354,5833.0581559814245
1355,6013.115242885871
1356,6092.261215151562
1357,5467.008034252604
1358,5533.292786025119
1359,4336.209955506544
1360,2305.1264422382496
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,25.735892568369763
1375,1405.8231315471983
1376,3751.0063418398927
1377,5742.321029317503
1378,6757.2802924825855
1379,7183.53101314621
1380,7373.333220837937
1381,7218.9178654277175
1382,6784.624678336478
1383,5531.608408913976
1384,2510.8580187015746
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,22.338028855127558
1399,1840.9163780019826
1400,5181.108692692233
1401,6973.407007891878
1402,7161.309250614422
1403,8229.592630568462
1404,8186.230574555569
1405,8280.83869676552
1406,8152.0665304241975
1407,6941.870967155228
1408,3754.10284935879
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,163.2212460043576
1423,2373.108900239827
1424,5223.079872139443
1425,6167.202765694062
1426,7119.32670071948
1427,7978.638554683599
1428,7404.163777080026
1429,7356.157528255215
1430,6722.4750437677085
1431,4775.02154977454
1432,2331.5034845916575
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,157.72268396524774
1447,2401.247392613772
1448,5549.2634113487165
1449,7750.943326292175
1450,8365.739910728142
1451,8410.803534718212
1452,8402.756459005699
1453,7981.089691670037
1454,7488.608658064263
1455,6032.087954099475
1456,3210.7832092925437
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,10.574013468095893
1470,609.3275260990259
1471,3970.542057270008
1472,6992.066405778411
1473,8139.346867066814
1474,8870.275548048941
1475,8835.91000427763
1476,8590.064191144402
1477,8345.540129694684
1478,7775.865154101017
1479,6686.74176688714
1480,3694.295955416003
1481,55.51357070750344
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,565.6264624511938
1495,3829.762506179958
1496,6991.771549743924
1497,8479.159654708174
1498,8847.078719404437
1499,8716.146667911104
1500,8713.528026881237
1501,8310.257308281776
1502,6964.275818930324
1503,5627.459573183405
1504,3273.3012873332978
1505,1.309320514933319
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,154.95347004855518
1519,1958.8457534439995
1520,4451.744975986164
1521,5883.35911121464
1522,6229.324405977136
1523,6621.093556665936
1524,6807.232630749422
1525,6798.461679614597
1526,6040.261681515377
1527,4662.247803221938
1528,2058.249866305337
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,305.8767277503241
1543,2690.146605599004
1544,5696.954054349786
1545,6989.087154269424
1546,7113.594668449845
1547,6958.695556319872
1548,6982.224535377591
1549,6818.502056100974
1550,5703.81667324162
1551,4284.234936759347
1552,2200.939916023967
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,230.54811860551288
1567,2544.034447667778
1568,5858.163652622025
1569,7545.647798526265
1570,7880.262776224545
1571,7976.324492310175
1572,7590.476599366226
1573,6959.67133040392
1574,6365.689719274439
1575,5196.938840232602
1576,3687.168869086779
1577,3.2020572028543457
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,564.2240210918359
1591,4256.340298970755
1592,6449.120017304936
1593,7331.9530573000275
1594,8265.09278449037
1595,8718.839374878911
1596,8430.808930545316
1597,8106.2814778543825
1598,7821.210250414626
1599,7351.681169925615
1600,4524.642630678761
1601,25.646546413265263
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,68.06254755209805
1615,1351.092361855081
1616,3215.1934776476173
1617,3856.2004553397646
1618,4237.147549847776
1619,5278.402941503008
1620,5668.4927662792115
1621,5183.928062065021
1622,5576.0496046786
1623,4402.732553593925
1624,3175.5749798187835
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,455.08963169858714
1640,3297.431449054815
1641,6536.598827615347
1642,7771.16724025096
1643,8112.878140176888
1644,7290.882334825114
1645,7169.630080012688
1646,7391.663429734144
1647,6936.573798035557
1648,5387.064463809226
1649,2919.502343145953
1650,25.19527372725742
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
